Provisioning Status
Subscription ID,Subscription Name,Order Id,Description,Billing Date(Anniversary Date),Offer Name,Service Name,Subs Status,Subs Extra Status,Provisioning Status
"""1e14087b-9241-49a9-b192-c121c236e0de""","""My Sub""","""ffd601d5-5153-4d71-8bbb-60306d95cb0d""","""Pay-As-You-Go""",1,,"""Azure Service Component""",Enabled,None,Provisioned

Statement
Billing Period,Meter Category,Meter Sub-category,Meter Name,Meter Region,SKU,Unit,Consumed Quantity,Included Quantity,Within Commitment,Overage Quantity,Currency,Overage,Commitment Rate,Rate,Value
1/27/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/osgdev""","""{}""","""{}""",,
1/27/2018,"""Data Management""","""42e2a22f-fabf-41ea-a21e-e86bb3ff5799""",,"""Standard IO - Disk Read Operation Units (in 10,000s)""",,"""10,000s""",0.2979,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/osgdiag""","""{}""","""{}""",,
1/27/2018,"""Storage""","""f7870069-8483-47ba-8fc6-050af76c8a85""","""Read-Access Geo Redundant""","""Standard IO - Hot Block Blob (GB)""","""US West 2""","""GB""",0.01512,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/InternalWikiSite""","""{}""","""{}""",,
1/27/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000346,"""westus""","""Microsoft.Web""","""LargeClientSite1""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite1/providers/Microsoft.Web/sites/LargeClientSite1""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite1/providers/Microsoft.Web/serverfarms/LargeClientSite1""}""",,
1/27/2018,"""Data Management""","""ad22fac8-9da5-4577-8683-56ae94d39e42""","""Geo Redundant""","""Standard IO - Table Write Operation Units (in 10,000s)""",,"""10,000s""",0.0006,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/InternalSASSTool""","""{}""","""{}""",,
1/27/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0290,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/osgdev""","""{}""","""{}""",,
1/27/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000528,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccmsdev""","""{}""","""{}""",,
1/27/2018,"""Storage""","""243a7ede-007c-474d-ae93-3a629da977e0""","""Read-Access Geo Redundant""","""Standard IO - Hot Block Blob (GB)""","""US West""","""GB""",0.005544,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccms""","""{}""","""{}""",,
1/27/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.032256,"""westus""","""Microsoft.Web""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Web/sites/styleguides""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Web/serverfarms/InternalSASSTool""}""",,
1/27/2018,"""Azure App Service""","""ba302f7a-078b-4141-a636-a76315ba44ce""",,"""Basic Small App Service Hours""",,"""Hours""",24.0,"""westeurope""","""Microsoft.Web""","""LargeClientSite2""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite2/providers/Microsoft.Web/serverfarms/LargeClientSite2""","""{}""","""{}""",,
1/27/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000196,"""westus""","""Microsoft.Web""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Web/sites/paccar-dev""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Web/serverfarms/LargeClientCMS""}""",,
1/27/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.051810,"""westus""","""Microsoft.Compute""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Compute/virtualMachines/styleguidesvm""","""{}""","""{""ImageType"":"""",""ServiceType"":"""",""VMName"":"""",""VMProperties"":"""",""UsageType"":""DataTrIn""}""",,
1/27/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.032256,"""westus""","""Microsoft.Web""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Web/sites/tgdnetdev""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Web/serverfarms/InternalWikiSite""}""",,
1/27/2018,"""Data Management""","""923978e1-fd3f-4bd5-a798-f4b533057e46""",,"""Standard IO - Block Blob Delete Operation Units (in 10,000s)""",,"""10,000s""",0.144,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/osgdiag""","""{}""","""{}""",,
1/27/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000528,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/tgdnetdev""","""{}""","""{}""",,
1/27/2018,"""Data Management""","""8dc92ab8-91b0-407c-a5cd-f484e3653db7""",,"""Standard IO - Hot Block Blob Read Operations (in 10,000s)""","""US West""","""10,000s""",0.0006,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/InternalSASSTool""","""{}""","""{}""",,
1/27/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.397203,"""westeurope""","""Microsoft.Web""","""LargeClientSite2""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite2/providers/Microsoft.Web/sites/LargeClientSite2""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite2/providers/Microsoft.Web/serverfarms/LargeClientSite2""}""",,
1/27/2018,"""Storage""","""d23a5753-ff85-4ddf-af28-8cc5cf2d3882""","""Locally Redundant""","""Standard IO - Page Blob/Disk (GB)""",,"""GB""",0.000048,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/osgdiag""","""{}""","""{}""",,
1/27/2018,"""Data Management""","""a902daa7-3449-49d0-8299-1f28c6476ea6""",,"""Geo-Replicated Data Transfer (GB)""","""US West 2""","""GB""",0.001083,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/tgdnetdev""","""{}""","""{}""",,
1/27/2018,"""Storage""","""f7870069-8483-47ba-8fc6-050af76c8a85""","""Read-Access Geo Redundant""","""Standard IO - Hot Block Blob (GB)""","""US West 2""","""GB""",0.015264,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/tgdnetdev""","""{}""","""{}""",,
1/27/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000058,"""global""","""Microsoft.Network""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Network/dnszones/styleguide.center""","""{}""","""{}""",,
1/27/2018,"""Data Management""","""02f80beb-65da-4fde-8fbb-484f460aa817""",,"""Geo-Replicated Data Transfer (GB)""","""US West""","""GB""",0.001086,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccms""","""{}""","""{}""",,
1/27/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.032256,"""westeurope""","""Microsoft.Web""","""LargeClientSite2""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite2/providers/Microsoft.Web/sites/pac-eindhoven-cms""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite2/providers/Microsoft.Web/serverfarms/LargeClientSite2""}""",,
1/27/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000530,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/InternalSASSTool""","""{}""","""{}""",,
1/27/2018,"""Storage""","""fcfe6f2e-4f7d-4d98-bf21-f167604ebdb2""","""Locally Redundant""","""Premium Storage - Page Blob/P30 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Compute/disks/osgsitedrive""","""{}""","""{}""",,
1/27/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.032256,"""westus""","""Microsoft.Web""","""InternalTools""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalTools/providers/Microsoft.Web/sites/msqrcode""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalTools/providers/Microsoft.Web/serverfarms/TenGunInternal""}""",,
1/27/2018,"""Storage""","""243a7ede-007c-474d-ae93-3a629da977e0""","""Read-Access Geo Redundant""","""Standard IO - Hot Block Blob (GB)""","""US West""","""GB""",0.002952,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccmsdev""","""{}""","""{}""",,
1/27/2018,"""Data Services""","""a149966f-73b4-4e1d-b335-d2a572b1e6bd""","""SQL Database""","""Standard S0 Database Days""",,"""Days""",0.999999999999999936,"""westus""","""Microsoft.Sql""","""InternalWikiSite""","""/subscriptions/9C953604-9D8E-4DE2-981B-8A7F8F607930/resourceGroups/InternalWikiSite/providers/Microsoft.Sql/servers/aq5k72z5pj/databases/tgdnetdb""","""{}""","""{}""",,
1/27/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.032256,"""westus""","""Microsoft.Web""","""SmallClientSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/SmallClientSite/providers/Microsoft.Web/sites/SmallClientSite""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/SmallClientSite/providers/Microsoft.Web/serverfarms/SmallClientSite""}""",,
1/27/2018,"""Virtual Machines""","""a22a2ea7-92b4-4cb7-9567-88bd1e5364d6""","""Standard_E2_v3 VM (Windows)""","""Compute Hours""","""US West""","""Hours""",24.0,"""westus""","""Microsoft.Compute""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Compute/virtualMachines/styleguidesvm""","""{}""","""{""ImageType"":"""",""ServiceType"":""Standard_E2s_v3"",""VMName"":"""",""VMProperties"":"""",""UsageType"":""ComputeHR""}""",,
1/27/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000112,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/InternalWikiSite""","""{}""","""{}""",,
1/27/2018,"""Azure App Service""","""0c3885bd-351d-4c28-830a-446d7bb4295c""",,"""Shared App Service Hours""",,"""Hours""",24.0,"""westus""","""Microsoft.Web""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Web/sites/styleguides""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Web/serverfarms/InternalSASSTool""}""",,
1/27/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.032256,"""westus""","""Microsoft.Web""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Web/sites/paccar""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Web/serverfarms/LargeClientCMS""}""",,
1/27/2018,"""Data Management""","""02f80beb-65da-4fde-8fbb-484f460aa817""",,"""Geo-Replicated Data Transfer (GB)""","""US West""","""GB""",0.001083,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccmsdev""","""{}""","""{}""",,
1/27/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccms""","""{}""","""{}""",,
1/27/2018,"""Storage""","""243a7ede-007c-474d-ae93-3a629da977e0""","""Read-Access Geo Redundant""","""Standard IO - Hot Block Blob (GB)""","""US West""","""GB""",5.485560,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/InternalSASSTool""","""{}""","""{}""",,
1/27/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Compute/disks/styleguidesvm_OsDisk_1_9c69a6234f724e258e69ad29e3efec56""","""{}""","""{}""",,
1/27/2018,"""Azure App Service""","""0c3885bd-351d-4c28-830a-446d7bb4295c""",,"""Shared App Service Hours""",,"""Hours""",24.0,"""westus""","""Microsoft.Web""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Web/sites/tgdnetdev""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Web/serverfarms/InternalWikiSite""}""",,
1/27/2018,"""Data Services""","""a149966f-73b4-4e1d-b335-d2a572b1e6bd""","""SQL Database""","""Standard S0 Database Days""",,"""Days""",0.999999999999999936,"""westus""","""Microsoft.Sql""","""LargeClientCMS""","""/subscriptions/9C953604-9D8E-4DE2-981B-8A7F8F607930/resourceGroups/LargeClientCMS/providers/Microsoft.Sql/servers/LargeClientCMS/databases/paccar""","""{}""","""{}""",,
1/27/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000624,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/tgdnetdev""","""{}""","""{}""",,
1/27/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccms""","""{}""","""{}""",,
1/27/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0146,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/InternalWikiSite""","""{}""","""{}""",,
1/27/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000096,"""canadacentral""","""Microsoft.Web""","""LargeClientSite3""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite3/providers/Microsoft.Web/sites/LargeClientSite3""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite3/providers/Microsoft.Web/serverfarms/LargeClientSite3""}""",,
1/27/2018,"""Azure App Service""","""d1f893a4-6aa7-431b-984a-04414c453819""",,"""Basic Small App Service Hours""","""CA Central""","""Hours""",24.0,"""canadacentral""","""Microsoft.Web""","""LargeClientSite3""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientSite3/providers/Microsoft.Web/serverfarms/LargeClientSite3""","""{}""","""{}""",,
1/27/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000120,"""uswest2""","""Microsoft.Storage""","""InternalWikiSite""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalWikiSite/providers/Microsoft.Storage/storageAccounts/tgdnetdev""","""{}""","""{}""",,
1/27/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccmsdev""","""{}""","""{}""",,
1/27/2018,"""Data Management""","""211e620c-ebcf-4db5-a7fd-996abebe9546""",,"""Standard IO - Block Blob Write Operation Units (in 10,000s)""",,"""10,000s""",0.1464,"""uswest""","""Microsoft.Storage""","""InternalSASSTool""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/InternalSASSTool/providers/Microsoft.Storage/storageAccounts/osgdiag""","""{}""","""{}""",,
1/27/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.032256,"""westus""","""Microsoft.Web""","""SmallClientSite2""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/SmallClientSite2/providers/Microsoft.Web/sites/SmallClientSite2""","""{}""","""{""AppServicePlanUri"":""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/SmallClientSite2/providers/Microsoft.Web/serverfarms/SmallClientSite2""}""",,
1/27/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""LargeClientCMS""","""/subscriptions/9c953604-9d8e-4de2-981b-8a7f8f607930/resourceGroups/LargeClientCMS/providers/Microsoft.Storage/storageAccounts/paccmsdev""","""{}""","""{}""",,
